UID,Date,Path
user_00024,2025-04-11,['channel_details']
user_00024,2025-05-09,['activities']
user_00024,2025-06-16,['categories']
user_00025,2025-02-19,['offers']
user_00025,2025-03-14,['activities']
user_00025,2025-04-24,['coupons']
user_00025,2025-06-05,['beauty-ranking-tour']
user_00026,2025-01-07,['goodbuy']
user_00026,2025-03-18,['tags']
user_00026,2025-04-02,['tags']
user_00026,2025-05-06,['channel_details']
user_00026,2025-05-15,['channel_details']
user_00026,2025-05-18,['new-products']
user_00026,2025-07-14,['categories']
user_00027,2025-01-23,['brand-events']
user_00027,2025-02-05,['goodbuy']
user_00027,2025-03-03,['channel_details']
user_00027,2025-04-02,['goodbuy']
user_00027,2025-06-25,['channel=offline']
user_00028,2025-01-01,['vip']
user_00028,2025-03-27,['tags']
user_00028,2025-07-05,['activities']
user_00029,2025-04-15,['category_list']
user_00029,2025-04-17,['activities']
user_00029,2025-04-21,['beauty-awards']
user_00029,2025-04-27,['events']
user_00029,2025-05-26,['beautynews']
user_00029,2025-07-25,['categories']
user_00030,2025-04-12,['category_list']
user_00030,2025-06-04,['category_list']
user_00030,2025-06-26,"['category_list', 'beautynews']"
user_00031,2025-01-31,['new-products']
user_00031,2025-03-06,['write-review-please']
user_00031,2025-06-10,['ranking']
user_00031,2025-06-25,['categories']
user_00031,2025-07-02,['write-review-please']
user_00031,2025-07-14,['categories']
user_00032,2025-01-10,['series']
user_00032,2025-07-05,['ranking']
user_00032,2025-07-08,['brand-events']
user_00033,2025-04-02,['new-products']
user_00033,2025-06-08,['category_list']
user_00034,2025-03-02,['from=write']
user_00034,2025-03-20,['channel_details']
user_00035,2025-01-19,['from=write']
user_00035,2025-01-22,['coupons']
user_00035,2025-02-07,['beauty-awards']
user_00035,2025-05-14,['write-review-please']
user_00036,2025-06-13,['series']
user_00036,2025-07-15,['brand-events']
user_00037,2025-01-15,['coupons']
user_00037,2025-01-24,['beauty-ranking-tour']
user_00037,2025-02-10,['channel=offline']
user_00037,2025-04-22,['channel_details']
user_00037,2025-06-08,['new-products']
user_00037,2025-07-17,['goodbuy']
user_00038,2025-01-24,['goodbuy']
user_00038,2025-02-28,['beauty-ranking-tour']
user_00038,2025-04-25,['reviews']
user_00038,2025-05-20,['channel=online']
user_00039,2025-02-26,['discount_messages']
user_00039,2025-03-13,['channel=online']
user_00039,2025-03-15,['sell-channels']
user_00039,2025-04-09,['beauty-awards']
user_00039,2025-06-23,['category_list']
user_00039,2025-06-27,['channel=offline']
user_00040,2025-03-12,['brand-events']
user_00040,2025-06-17,['channel_details']
user_00041,2025-01-24,['events']
user_00041,2025-02-05,['beautynews']
user_00041,2025-02-26,['reviews']
user_00041,2025-03-18,['write-review-please']
user_00041,2025-05-17,['from=write']
user_00042,2025-01-01,['brands']
user_00042,2025-02-20,['offers']
user_00042,2025-03-18,['from=write']
user_00042,2025-04-16,['from=write']
user_00042,2025-07-19,['channel_details']
user_00043,2025-03-04,['new-products']
user_00043,2025-03-22,['brands']
user_00043,2025-06-14,['channel=offline']
user_00043,2025-07-30,['beauty-ranking-tour']
user_00044,2025-02-05,['beauty-awards']
user_00044,2025-02-14,"['new-products', 'categories']"
user_00044,2025-03-22,['brands']
user_00044,2025-05-17,['from=write']
user_00044,2025-07-28,['categories']
user_00044,2025-07-29,['ranking']
user_00045,2025-01-18,['brand_gift']
user_00045,2025-02-26,['offers']
user_00045,2025-04-11,['activities']
user_00045,2025-04-26,['categories']
user_00045,2025-06-12,['vip']
user_00045,2025-07-18,['vip']
user_00046,2025-01-20,['categories']
user_00046,2025-01-28,['reviews']
user_00046,2025-02-02,['channel_details']
user_00046,2025-02-27,['news']
user_00046,2025-03-24,['new-products']
user_00046,2025-04-06,['coupons']
user_00046,2025-04-21,['sell-channels']
user_00046,2025-05-25,['series']
user_00047,2025-02-22,['brand-events']
user_00047,2025-03-11,['brand_gift']
user_00047,2025-03-18,['series']
user_00047,2025-07-11,['ranking']
user_00048,2025-03-30,['brand_gift']
user_00048,2025-06-05,['sell-channels']
user_00048,2025-07-16,['tags']
user_00048,2025-07-26,['channel=offline']
user_00049,2025-01-09,['offers']
user_00049,2025-05-10,['events']
user_00049,2025-05-21,['new-products']
user_00049,2025-06-12,['write-review-please']
user_00050,2025-02-14,['channel_details']
user_00050,2025-05-26,['sell-channels']
user_00050,2025-06-27,['sell-channels']
user_00051,2025-02-03,['beauty-ranking-tour']
user_00051,2025-02-18,['write-review-please']
user_00051,2025-05-18,['activities']
user_00052,2025-01-24,['beauty-ranking-tour']
user_00053,2025-01-11,['brands']
user_00053,2025-03-10,['brand_gift']
user_00053,2025-05-01,['beautynews']
user_00053,2025-05-25,['news']
user_00053,2025-05-31,['tags']
user_00053,2025-06-08,['channel=offline']
user_00053,2025-06-17,['news']
user_00053,2025-07-10,['offers']
user_00054,2025-01-17,['new-reviews']
user_00054,2025-03-01,['channel=online']
user_00054,2025-04-02,['new-products']
user_00054,2025-04-11,['ranking']
user_00054,2025-05-12,['coupons']
user_00054,2025-07-17,['vip']
user_00054,2025-07-18,['new-products']
user_00055,2025-01-05,['beauty-awards']
user_00055,2025-01-06,['goodbuy']
user_00055,2025-02-23,['channel=offline']
user_00055,2025-02-26,['activities']
user_00055,2025-05-03,['ranking']
user_00055,2025-06-19,['category_list']
user_00055,2025-07-09,['brand-events']
user_00055,2025-07-12,['coupons']
user_00056,2025-01-23,['channel=online']
user_00056,2025-05-10,['activities']
user_00056,2025-05-11,['tags']
user_00056,2025-06-28,['vip']
user_00057,2025-01-13,['new-products']
user_00057,2025-03-16,['activities']
user_00057,2025-03-27,['products']
user_00057,2025-04-04,['offers']
user_00057,2025-05-05,['ranking']
user_00057,2025-05-11,['channel_details']
user_00058,2025-05-28,['brand_gift']
user_00058,2025-07-07,['beauty-ranking-tour']
user_00058,2025-07-16,['series']
user_00059,2025-03-21,['category_list']
user_00059,2025-04-28,['offers']
user_00059,2025-05-04,['channel=offline']
user_00059,2025-06-14,['brand-events']
user_00059,2025-07-30,['tags']
user_00060,2025-04-10,['series']
user_00060,2025-04-23,['sell-channels']
user_00060,2025-06-03,['discount_messages']
user_00060,2025-07-12,['channel=online']
user_00060,2025-07-16,['sell-channels']
user_00060,2025-07-19,['brands']
user_00061,2025-01-19,['channel_details']
user_00061,2025-05-19,['beautynews']
user_00061,2025-06-06,['category_list']
user_00061,2025-07-25,['beauty-ranking-tour']
user_00061,2025-07-28,['activities']
user_00062,2025-06-19,['reviews']
user_00062,2025-07-08,['brand-events']
user_00063,2025-01-04,['new-products']
user_00063,2025-02-01,['activities']
user_00063,2025-03-18,['brands']
user_00064,2025-01-13,['vip']
user_00064,2025-02-05,['series']
user_00064,2025-02-13,['tags']
user_00064,2025-03-02,['beauty-awards']
user_00064,2025-06-24,['brand_gift']
user_00064,2025-07-25,['goodbuy']
user_00065,2025-02-26,['series']
user_00065,2025-06-10,['from=write']
user_00065,2025-06-12,['new-reviews']
user_00066,2025-02-14,['sell-channels']
user_00066,2025-03-19,['events']
user_00067,2025-01-21,['sell-channels']
user_00067,2025-03-22,['products']
user_00067,2025-05-11,['vip']
user_00067,2025-05-21,['activities']
user_00067,2025-07-23,['vip']
user_00068,2025-02-08,['write-review-please']
user_00068,2025-03-20,['from=write']
user_00068,2025-04-25,['channel=offline']
user_00068,2025-07-05,['write-review-please']
user_00069,2025-01-21,['category_list']
user_00069,2025-03-08,['brand-events']
user_00069,2025-05-15,['activities']
user_00069,2025-06-14,['channel=offline']
user_00069,2025-06-18,['brands']
user_00070,2025-05-30,['goodbuy']
user_00070,2025-06-18,['ranking']
user_00070,2025-07-09,['brand_gift']
user_00070,2025-07-29,['series']
user_00071,2025-01-08,['beauty-awards']
user_00071,2025-02-01,['events']
user_00071,2025-02-07,['vip']
user_00071,2025-07-13,['ranking']
user_00071,2025-07-28,['write-review-please']
user_00072,2025-03-01,['series']
user_00072,2025-04-14,['tags']
user_00072,2025-06-26,['sell-channels']
user_00073,2025-01-14,['reviews']
user_00073,2025-01-18,['goodbuy']
user_00073,2025-02-23,['category_list']
user_00073,2025-03-05,['discount_messages']
user_00073,2025-03-28,['new-reviews']
user_00073,2025-05-07,['categories']
user_00073,2025-07-01,['coupons']
user_00074,2025-02-13,['products']
user_00074,2025-04-27,['activities']
user_00074,2025-07-25,['channel_details']
user_00075,2025-01-18,['reviews']
user_00075,2025-02-06,['category_list']
user_00075,2025-03-22,['sell-channels']
user_00075,2025-04-04,['channel_details']
user_00075,2025-05-04,['ranking']
user_00076,2025-01-25,['ranking']
user_00076,2025-04-06,['beauty-ranking-tour']
user_00076,2025-04-26,['tags']
user_00076,2025-05-26,['beauty-ranking-tour']
user_00076,2025-06-03,['coupons']
user_00076,2025-06-14,['discount_messages']
user_00077,2025-04-26,['offers']
user_00077,2025-05-26,['brand_gift']
user_00077,2025-06-07,['ranking']
user_00077,2025-06-13,['from=write']
user_00077,2025-07-03,['vip']
user_00077,2025-07-07,['brands']
user_00078,2025-02-03,['brand_gift']
user_00078,2025-02-14,['news']
user_00078,2025-03-19,['beauty-ranking-tour']
user_00078,2025-03-24,['new-products']
user_00078,2025-04-02,['reviews']
user_00078,2025-05-16,['beauty-awards']
user_00078,2025-05-17,['offers']
user_00078,2025-07-03,['goodbuy']
user_00078,2025-07-10,['coupons']
user_00079,2025-02-11,['sell-channels']
user_00079,2025-02-16,['news']
user_00079,2025-03-04,['series']
user_00079,2025-03-17,"['series', 'products']"
user_00079,2025-04-23,['channel=offline']
user_00079,2025-05-05,['products']
user_00079,2025-06-15,['from=write']
user_00079,2025-07-14,['write-review-please']
user_00080,2025-02-24,['beautynews']
user_00080,2025-02-26,['activities']
user_00081,2025-01-29,['events']
user_00081,2025-05-17,['new-products']
user_00082,2025-01-06,['tags']
user_00082,2025-01-30,['events']
user_00082,2025-04-11,['goodbuy']
user_00082,2025-05-26,['from=write']
user_00082,2025-06-25,['reviews']
user_00082,2025-07-19,['sell-channels']
user_00083,2025-02-01,['category_list']
user_00083,2025-02-26,['goodbuy']
user_00083,2025-04-17,['channel=offline']
user_00083,2025-06-02,['brands']
user_00084,2025-02-07,['channel=online']
user_00084,2025-03-10,['offers']
user_00084,2025-05-25,['brands']
user_00084,2025-06-03,['events']
user_00084,2025-07-30,['brand_gift']
user_00085,2025-02-03,['brands']
user_00085,2025-04-02,['categories']
user_00085,2025-04-26,['write-review-please']
user_00085,2025-05-06,['channel=online']
user_00085,2025-06-06,"['coupons', 'events']"
user_00085,2025-06-07,['write-review-please']
user_00086,2025-06-17,['channel_details']
user_00086,2025-07-01,['ranking']
user_00087,2025-03-20,['brands']
user_00087,2025-05-05,['activities']
user_00087,2025-05-14,['news']
user_00087,2025-05-16,['products']
user_00087,2025-05-25,['new-products']
user_00087,2025-06-09,['ranking']
user_00087,2025-07-03,['discount_messages']
user_00087,2025-07-11,['new-reviews']
user_00087,2025-07-28,['write-review-please']
user_00088,2025-01-14,['category_list']
user_00088,2025-03-03,['ranking']
user_00088,2025-03-07,['brand-events']
user_00088,2025-03-21,['reviews']
user_00088,2025-03-25,['category_list']
user_00088,2025-04-21,['tags']
user_00088,2025-07-20,['series']
user_00089,2025-01-05,['from=write']
user_00089,2025-03-08,['products']
user_00089,2025-05-07,['beauty-ranking-tour']
user_00089,2025-05-09,['beautynews']
user_00089,2025-07-15,['beautynews']
user_00090,2025-02-14,['events']
user_00090,2025-07-04,['activities']
user_00090,2025-07-19,['reviews']
user_00091,2025-01-14,['discount_messages']
user_00091,2025-01-29,['new-reviews']
user_00091,2025-03-27,['brands']
user_00092,2025-01-04,['series']
user_00092,2025-01-30,['write-review-please']
user_00092,2025-02-08,['events']
user_00092,2025-03-28,['brands']
user_00092,2025-04-07,['sell-channels']
user_00092,2025-04-13,['series']
user_00093,2025-03-07,['brand_gift']
user_00093,2025-06-24,['channel_details']
user_00094,2025-03-08,['activities']
user_00094,2025-05-01,['brand_gift']
user_00094,2025-07-06,['channel=online']
user_00095,2025-01-22,['brand_gift']
user_00095,2025-03-05,['write-review-please']
user_00095,2025-05-02,['offers']
user_00095,2025-05-08,['write-review-please']
user_00095,2025-06-21,['beautynews']
user_00096,2025-01-10,['brand_gift']
user_00096,2025-01-15,['channel=offline']
user_00096,2025-02-22,['brand-events']
user_00096,2025-05-21,['sell-channels']
user_00096,2025-05-22,['tags']
user_00096,2025-06-17,['news']
user_00096,2025-06-19,['channel_details']
user_00097,2025-01-04,['write-review-please']
user_00097,2025-02-10,['brands']
user_00097,2025-02-22,['reviews']
user_00097,2025-02-23,['products']
user_00097,2025-03-28,['offers']
user_00098,2025-03-13,['channel=online']
user_00098,2025-04-19,['goodbuy']
user_00098,2025-07-11,['reviews']
user_00099,2025-01-16,['channel=online']
user_00099,2025-01-30,['categories']
user_00099,2025-02-02,['tags']
user_00099,2025-02-07,['offers']
user_00099,2025-03-22,['products']
user_00099,2025-03-23,['beauty-ranking-tour']
user_00099,2025-04-12,['new-reviews']
user_00099,2025-04-29,['brand_gift']
user_00099,2025-05-26,['new-products']
user_00099,2025-07-06,['reviews']
user_00100,2025-01-04,['write-review-please']
user_00100,2025-02-02,['activities']
user_00100,2025-03-24,['tags']
user_00100,2025-06-25,['goodbuy']
user_00100,2025-07-16,['new-reviews']
user_00101,2025-02-27,['channel=online']
user_00101,2025-03-04,['vip']
user_00101,2025-03-11,['write-review-please']
user_00101,2025-03-31,['channel=online']
user_00101,2025-04-13,['events']
user_00101,2025-06-09,['beautynews']
user_00101,2025-07-11,['beauty-awards']
user_00102,2025-02-01,['reviews']
user_00102,2025-07-08,['reviews']
user_00102,2025-07-13,['discount_messages']
user_00103,2025-03-06,['beautynews']
user_00103,2025-07-27,['categories']
user_00104,2025-01-13,['beauty-ranking-tour']
user_00104,2025-02-12,['from=write']
user_00104,2025-05-02,['vip']
user_00104,2025-07-22,['brands']
user_00105,2025-01-25,['coupons']
user_00105,2025-02-07,['from=write']
user_00105,2025-02-10,['new-reviews']
user_00105,2025-02-11,['activities']
user_00105,2025-03-01,['beauty-ranking-tour']
user_00105,2025-03-10,['channel_details']
user_00105,2025-05-28,['beauty-ranking-tour']
user_00105,2025-06-01,['from=write']
user_00105,2025-07-15,['beauty-awards']
user_00106,2025-04-03,['categories']
user_00106,2025-05-08,['from=write']
user_00106,2025-05-27,['channel=online']
user_00106,2025-07-09,['brands']
user_00107,2025-01-31,['sell-channels']
user_00107,2025-03-13,['channel=offline']
user_00107,2025-04-01,['channel=online']
user_00107,2025-04-11,['events']
user_00108,2025-03-02,['coupons']
user_00108,2025-04-01,['coupons']
user_00108,2025-04-15,['new-reviews']
user_00108,2025-06-12,['offers']
user_00108,2025-07-27,['new-products']
user_00109,2025-03-10,['coupons']
user_00109,2025-03-15,['beauty-ranking-tour']
user_00109,2025-07-19,['coupons']
user_00109,2025-07-26,['news']
user_00110,2025-01-18,['channel=online']
user_00110,2025-01-30,['channel_details']
user_00110,2025-02-09,['channel_details']
user_00110,2025-03-02,['activities']
user_00110,2025-03-06,['beauty-awards']
user_00110,2025-06-10,['brand-events']
user_00110,2025-07-08,['brand_gift']
user_00111,2025-01-05,['activities']
user_00111,2025-01-14,['activities']
user_00111,2025-02-28,['news']
user_00111,2025-04-13,['news']
user_00111,2025-04-14,['category_list']
user_00111,2025-05-15,['coupons']
user_00111,2025-07-29,['vip']
user_00112,2025-02-23,['coupons']
user_00112,2025-03-01,['channel_details']
user_00112,2025-03-04,['series']
user_00112,2025-06-17,['offers']
user_00112,2025-06-18,['news']
user_00112,2025-07-11,['coupons']
user_00112,2025-07-24,['channel=offline']
user_00113,2025-05-17,['brand_gift']
user_00113,2025-05-30,['sell-channels']
user_00114,2025-01-23,['brand-events']
user_00114,2025-02-19,['category_list']
user_00114,2025-03-22,['goodbuy']
user_00114,2025-03-25,['news']
user_00114,2025-03-30,['beautynews']
user_00114,2025-05-05,['categories']
user_00115,2025-05-03,['reviews']
user_00115,2025-05-13,['brands']
user_00115,2025-06-04,['news']
user_00116,2025-01-15,['discount_messages']
user_00116,2025-02-24,['products']
user_00116,2025-04-18,['tags']
user_00116,2025-05-24,['new-products']
user_00116,2025-07-08,['channel=online']
user_00118,2025-01-19,['beauty-ranking-tour']
user_00118,2025-01-22,['discount_messages']
user_00118,2025-02-02,['categories']
user_00118,2025-02-04,['brand_gift']
user_00118,2025-02-14,['channel=online']
user_00118,2025-03-11,['activities']
user_00118,2025-06-18,['beauty-awards']
user_00119,2025-01-18,['from=write']
user_00119,2025-01-24,['products']
user_00119,2025-01-31,['channel_details']
user_00119,2025-03-16,['write-review-please']
user_00119,2025-05-04,['goodbuy']
user_00119,2025-05-12,['sell-channels']
user_00120,2025-01-08,['categories']
user_00121,2025-03-07,['write-review-please']
user_00121,2025-04-27,['offers']
user_00121,2025-06-04,['goodbuy']
user_00121,2025-06-18,['channel=online']
user_00121,2025-06-26,['write-review-please']
user_00121,2025-07-11,['beauty-awards']
user_00122,2025-02-03,['channel=online']
user_00122,2025-02-09,['beautynews']
user_00122,2025-02-17,['category_list']
user_00122,2025-02-19,['brand_gift']
user_00122,2025-02-23,['write-review-please']
user_00122,2025-03-07,['offers']
user_00122,2025-04-03,['channel=online']
user_00123,2025-01-27,['new-products']
user_00123,2025-01-29,['tags']
user_00123,2025-02-02,['tags']
user_00123,2025-03-28,['reviews']
user_00123,2025-05-07,['new-products']
user_00123,2025-05-23,['tags']
user_00123,2025-05-25,['channel=offline']
user_00123,2025-06-08,"['reviews', 'products']"
user_00123,2025-06-17,['series']
user_00123,2025-07-01,['brands']
user_00124,2025-01-01,['beautynews']
user_00124,2025-04-04,['activities']
user_00124,2025-05-25,['write-review-please']
user_00124,2025-06-24,['channel=offline']
user_00124,2025-07-30,['channel_details']
user_00125,2025-02-17,"['ranking', 'ranking']"
user_00125,2025-03-27,['channel_details']
user_00125,2025-05-15,['brand-events']
user_00125,2025-06-16,['beautynews']
user_00125,2025-06-30,['news']
user_00126,2025-03-03,['beautynews']
user_00126,2025-03-13,['beautynews']
user_00126,2025-04-04,['offers']
user_00126,2025-04-18,['news']
user_00126,2025-05-24,['beauty-ranking-tour']
user_00126,2025-05-31,['news']
user_00126,2025-06-12,['news']
user_00127,2025-01-12,['channel=offline']
user_00127,2025-01-20,['brands']
user_00127,2025-06-10,['brand-events']
user_00127,2025-06-22,['sell-channels']
user_00128,2025-01-25,['products']
user_00128,2025-01-29,['reviews']
user_00128,2025-02-05,['from=write']
user_00128,2025-04-02,['events']
user_00128,2025-05-21,['beauty-ranking-tour']
user_00128,2025-05-28,['discount_messages']
user_00128,2025-06-08,['ranking']
user_00129,2025-02-11,['series']
user_00129,2025-02-28,['channel=offline']
user_00129,2025-03-12,['brand-events']
user_00129,2025-03-18,['news']
user_00129,2025-04-25,['from=write']
user_00129,2025-07-24,['new-products']
user_00131,2025-01-12,['sell-channels']
user_00131,2025-03-01,['offers']
user_00131,2025-03-07,['tags']
user_00131,2025-03-24,['channel_details']
user_00131,2025-03-27,['brand-events']
user_00131,2025-06-13,['brands']
user_00132,2025-01-16,['channel=online']
user_00132,2025-05-05,['offers']
user_00132,2025-05-10,['sell-channels']
user_00132,2025-06-15,['reviews']
user_00133,2025-01-27,['write-review-please']
user_00133,2025-04-03,['categories']
user_00134,2025-03-08,['channel=online']
user_00134,2025-03-21,['categories']
user_00134,2025-03-22,['products']
user_00134,2025-04-08,['events']
user_00134,2025-04-29,['reviews']
user_00134,2025-05-08,['events']
user_00134,2025-05-20,['brands']
user_00134,2025-05-23,['reviews']
user_00134,2025-06-14,['category_list']
user_00134,2025-06-24,['categories']
user_00135,2025-02-26,['discount_messages']
user_00135,2025-03-07,['channel_details']
user_00135,2025-03-13,['beautynews']
user_00135,2025-04-03,['channel=online']
user_00135,2025-05-09,['offers']
user_00135,2025-05-14,['discount_messages']
user_00135,2025-05-21,['new-reviews']
user_00135,2025-05-25,['categories']
user_00135,2025-06-19,['beauty-awards']
user_00136,2025-04-10,['sell-channels']
user_00136,2025-05-14,['series']
user_00136,2025-05-31,['beautynews']
user_00136,2025-07-14,['news']
user_00136,2025-07-23,['new-products']
user_00137,2025-01-23,['activities']
user_00137,2025-02-13,['brands']
user_00137,2025-03-02,['brand_gift']
user_00137,2025-04-09,"['coupons', 'goodbuy']"
user_00137,2025-05-17,['series']
user_00138,2025-01-29,['discount_messages']
user_00138,2025-04-01,['beauty-ranking-tour']
user_00138,2025-05-10,['category_list']
user_00138,2025-06-25,['channel_details']
user_00138,2025-07-10,['discount_messages']
user_00139,2025-02-10,['events']
user_00139,2025-02-23,['new-reviews']
user_00139,2025-02-24,['vip']
user_00139,2025-03-03,['discount_messages']
user_00139,2025-03-13,['series']
user_00139,2025-04-30,['tags']
user_00139,2025-06-25,['write-review-please']
user_00140,2025-01-16,['from=write']
user_00140,2025-01-29,['beautynews']
user_00140,2025-02-26,['beauty-ranking-tour']
user_00140,2025-03-01,['from=write']
user_00140,2025-05-16,['ranking']
user_00140,2025-07-19,['category_list']
user_00141,2025-01-30,['offers']
user_00141,2025-07-10,['brand-events']
user_00141,2025-07-13,['discount_messages']
user_00142,2025-02-16,['from=write']
user_00142,2025-03-28,['channel=online']
user_00142,2025-04-06,['events']
user_00142,2025-05-11,['category_list']
user_00142,2025-05-24,['brand_gift']
user_00142,2025-06-30,['events']
user_00143,2025-04-10,['activities']
user_00143,2025-05-10,['channel=offline']
user_00143,2025-06-22,['discount_messages']
user_00144,2025-02-24,['categories']
user_00144,2025-05-01,['brands']
user_00144,2025-05-26,['new-reviews']
user_00144,2025-06-18,['discount_messages']
user_00145,2025-02-03,['discount_messages']
user_00145,2025-05-12,['goodbuy']
user_00146,2025-01-02,['sell-channels']
user_00146,2025-02-05,['activities']
user_00146,2025-03-03,['new-products']
user_00146,2025-05-13,['ranking']
user_00146,2025-06-01,['discount_messages']
user_00146,2025-07-10,['reviews']
user_00146,2025-07-16,['ranking']
user_00146,2025-07-18,['from=write']
user_00146,2025-07-26,['sell-channels']
user_00147,2025-01-06,['activities']
user_00147,2025-01-30,['channel=online']
user_00147,2025-02-17,['offers']
user_00147,2025-03-20,['discount_messages']
user_00147,2025-06-08,['news']
user_00147,2025-06-12,['series']
user_00148,2025-01-31,['activities']
user_00148,2025-03-22,['products']
user_00148,2025-06-10,['beautynews']
user_00148,2025-06-12,['beautynews']
user_00148,2025-07-04,['channel_details']
user_00148,2025-07-05,['vip']
user_00149,2025-02-25,['tags']
user_00149,2025-03-07,['discount_messages']
user_00149,2025-03-18,['ranking']
user_00149,2025-05-07,['beautynews']
user_00149,2025-06-02,['brand_gift']
user_00150,2025-01-05,['channel=offline']
user_00150,2025-01-24,['write-review-please']
user_00150,2025-03-06,['beauty-ranking-tour']
user_00150,2025-03-28,['news']
user_00150,2025-04-19,['new-reviews']
user_00150,2025-05-17,['new-reviews']
user_00151,2025-01-31,['series']
user_00151,2025-03-11,['events']
user_00151,2025-03-14,['series']
user_00151,2025-04-02,['activities']
user_00151,2025-04-19,['news']
user_00151,2025-05-29,['new-products']
user_00151,2025-06-08,['beauty-awards']
user_00151,2025-07-03,['series']
user_00152,2025-01-23,['products']
user_00152,2025-01-29,['channel_details']
user_00152,2025-03-04,['brand_gift']
user_00152,2025-05-13,['new-reviews']
user_00152,2025-06-02,['tags']
user_00152,2025-07-05,['from=write']
user_00152,2025-07-26,['brand-events']
user_00153,2025-01-11,['from=write']
user_00153,2025-01-14,['beautynews']
user_00153,2025-01-15,['offers']
user_00153,2025-03-05,['tags']
